"acquisition_channel";"days_since_registration";"retention"
ads;26;8.397
ads;27;4.580
ads;28;4.580
ads;29;3.053
ads;0;24.638
ads;1;23.188
ads;2;21.014
ads;3;17.391
ads;4;23.188
ads;5;21.014
ads;6;30.435
ads;7;10.145
ads;8;9.420
ads;9;10.145
ads;10;12.319
ads;11;12.319
ads;12;10.145
ads;13;8.696
ads;14;2.174
ads;15;2.174
ads;16;0.725
ads;17;2.899
ads;18;4.348
ads;19;4.348
ads;20;3.623
ads;21;4.348
ads;22;4.348
ads;23;4.348
ads;24;4.348
ads;25;3.623
ads;26;2.174
ads;27;2.899
ads;28;5.072
ads;29;5.072
ads;0;26.897
ads;1;26.207
ads;2;22.759
ads;3;25.517
ads;4;19.310
ads;5;23.448
ads;6;27.586
ads;7;4.828
ads;8;15.862
ads;9;6.897
ads;10;9.655
ads;11;6.897
ads;12;8.966
ads;13;10.345
ads;14;4.828
ads;15;4.828
ads;16;4.828
ads;17;4.138
ads;18;6.897
ads;19;6.207
ads;20;6.207
ads;21;6.897
ads;22;4.828
ads;23;4.828
ads;24;5.517
ads;25;4.828
ads;26;6.207
ads;27;7.586
ads;28;5.517
ads;29;5.517
ads;0;20.741
ads;1;25.926
ads;2;25.185
ads;3;22.963
ads;4;25.926
ads;5;27.407
ads;6;25.185
ads;7;7.407
ads;8;8.148
ads;9;8.148
ads;10;7.407
ads;11;11.852
ads;12;10.370
ads;13;9.630
ads;14;2.222
ads;15;3.704
ads;16;2.222
ads;17;3.704
ads;18;3.704
ads;19;3.704
ads;20;3.704
ads;21;5.926
ads;22;3.704
ads;23;1.481
ads;24;4.444
ads;25;5.185
ads;26;2.222
ads;27;4.444
ads;28;3.704
ads;29;6.667
ads;0;20.301
ads;1;24.812
ads;2;24.812
ads;3;25.564
ads;4;25.564
ads;5;27.820
ads;6;21.053
ads;7;10.526
ads;8;12.030
ads;9;15.789
ads;10;10.526
ads;11;8.271
ads;12;12.030
ads;13;7.519
ads;14;3.008
ads;15;3.008
ads;16;3.008
ads;17;3.759
ads;18;3.008
ads;19;1.504
ads;20;3.008
ads;21;3.008
ads;22;3.759
ads;23;2.256
ads;24;2.256
ads;25;6.767
ads;26;0.752
ads;27;3.759
ads;28;3.759
ads;29;3.008
ads;0;20.690
ads;1;19.310
ads;2;22.069
ads;3;26.897
ads;4;23.448
ads;5;24.138
ads;6;27.586
ads;7;13.103
ads;8;15.862
ads;9;14.483
ads;10;13.103
ads;11;11.724
ads;12;17.241
ads;13;13.793
ads;14;9.655
ads;15;0.690
ads;16;5.517
ads;17;6.897
ads;18;4.138
ads;19;8.276
ads;20;2.759
ads;21;6.207
ads;22;5.517
ads;23;6.207
ads;24;6.897
ads;25;6.897
ads;26;6.897
ads;27;6.897
ads;28;6.897
ads;29;3.448
ads;0;21.212
ads;1;18.939
ads;2;24.242
ads;3;24.242
ads;4;26.515
ads;5;21.970
ads;6;30.303
ads;7;15.909
ads;8;13.636
ads;9;17.424
ads;10;12.121
ads;11;9.091
ads;12;9.848
ads;13;12.121
ads;14;3.030
ads;15;6.818
ads;16;5.303
ads;17;3.030
ads;18;3.030
ads;19;5.303
ads;20;6.818
ads;21;5.303
ads;22;4.545
ads;23;2.273
ads;24;6.061
ads;25;6.818
ads;26;5.303
ads;27;3.788
ads;28;3.788
ads;29;3.030
ads;0;22.018
ads;1;25.688
ads;2;24.771
ads;3;27.523
ads;4;28.440
ads;5;28.440
ads;6;27.523
ads;7;11.009
ads;8;11.927
ads;9;8.257
ads;10;10.092
ads;11;10.092
ads;12;8.257
ads;13;7.339
ads;14;4.587
ads;15;6.422
ads;16;4.587
ads;17;6.422
ads;18;4.587
ads;19;5.505
ads;20;3.670
ads;21;4.587
ads;22;4.587
ads;23;2.752
ads;24;4.587
ads;25;3.670
ads;26;6.422
ads;27;4.587
ads;28;9.174
ads;29;6.422
ads;0;26.357
ads;1;29.457
ads;2;29.457
ads;3;29.457
ads;4;21.705
ads;5;17.054
ads;6;20.930
ads;7;14.729
ads;8;7.752
ads;9;8.527
ads;10;10.078
ads;11;9.302
ads;12;9.302
ads;13;11.628
ads;14;2.326
ads;15;4.651
ads;16;3.876
ads;17;3.876
ads;18;4.651
ads;19;4.651
ads;20;3.101
ads;21;2.326
ads;22;4.651
ads;23;3.101
ads;24;3.876
ads;25;3.876
ads;26;4.651
ads;27;3.876
ads;28;3.101
ads;29;2.326
ads;0;26.220
ads;1;26.829
ads;2;29.878
ads;3;28.659
ads;4;25.610
ads;5;25.000
ads;6;29.878
ads;7;9.756
ads;8;15.244
ads;9;12.805
ads;10;10.366
ads;11;12.195
ads;12;9.756
ads;13;9.146
ads;14;3.049
ads;15;4.268
ads;16;2.439
ads;17;6.098
ads;18;4.878
ads;19;3.659
ads;20;7.927
ads;21;4.878
ads;22;3.659
ads;23;3.659
ads;24;3.049
ads;25;5.488
ads;26;3.659
ads;27;3.659
ads;28;3.659
ads;29;4.268
ads;0;23.308
ads;1;26.316
ads;2;23.308
ads;3;21.053
ads;4;22.556
ads;5;24.060
ads;6;19.549
ads;7;9.023
ads;8;11.278
ads;9;9.774
ads;10;8.271
ads;11;6.767
ads;12;9.023
ads;13;6.015
ads;14;3.759
ads;15;5.263
ads;16;3.008
ads;17;3.008
ads;18;2.256
ads;19;4.511
ads;20;4.511
ads;21;2.256
ads;22;5.263
ads;23;3.759
ads;24;5.263
ads;25;3.008
ads;26;4.511
ads;27;3.008
ads;28;4.511
ads;29;4.511
ads;0;31.250
ads;1;20.833
ads;2;26.389
ads;3;20.833
ads;4;25.000
ads;5;28.472
ads;6;24.306
ads;7;13.889
ads;8;8.333
ads;9;13.194
ads;10;13.889
ads;11;9.722
ads;12;11.111
ads;13;13.194
ads;14;6.250
ads;15;6.944
ads;16;2.778
ads;17;9.028
ads;18;4.167
ads;19;6.250
ads;20;6.944
ads;21;5.556
ads;22;5.556
ads;23;4.167
ads;24;3.472
ads;25;6.944
ads;26;5.556
ads;27;6.944
ads;28;7.639
ads;29;6.250
ads;0;24.476
ads;1;22.378
ads;2;25.175
ads;3;24.476
ads;4;24.476
ads;5;20.979
ads;6;27.972
ads;7;11.189
ads;8;10.490
ads;9;9.091
ads;10;13.986
ads;11;12.587
ads;12;11.189
ads;13;11.189
ads;14;4.895
ads;15;6.294
ads;16;4.895
ads;17;6.294
ads;18;7.692
ads;19;6.294
ads;20;4.895
ads;21;5.594
ads;22;6.294
ads;23;5.594
ads;24;6.294
ads;25;7.692
ads;26;6.993
ads;27;3.497
ads;28;4.895
ads;29;8.392
ads;0;26.282
ads;1;20.513
ads;2;21.795
ads;3;25.641
ads;4;28.205
ads;5;24.359
ads;6;22.436
ads;7;8.974
ads;8;9.615
ads;9;15.385
ads;10;12.179
ads;11;15.385
ads;12;10.256
ads;13;11.538
ads;14;1.923
ads;15;3.846
ads;16;5.769
ads;17;3.205
ads;18;3.846
ads;19;3.205
ads;20;2.564
ads;21;2.564
ads;22;2.564
ads;23;2.564
ads;24;2.564
ads;25;1.923
ads;26;4.487
ads;27;3.846
ads;28;1.282
ads;29;1.923
organic;0;26.437
organic;1;24.138
organic;2;26.437
organic;3;22.989
organic;4;24.138
organic;5;27.586
organic;6;26.437
organic;7;22.989
organic;8;28.736
organic;9;20.690
organic;10;21.839
organic;11;19.540
organic;12;25.287
organic;13;20.690
organic;14;13.793
organic;15;10.345
organic;16;19.540
organic;17;9.195
organic;18;19.540
organic;19;16.092
organic;20;13.793
organic;21;17.241
organic;22;19.540
organic;23;9.195
organic;24;12.644
organic;25;14.943
organic;26;12.644
organic;27;13.793
organic;28;16.092
organic;29;13.793
organic;30;4.598
organic;0;25.000
organic;1;27.778
organic;2;26.389
organic;3;20.833
organic;4;25.000
organic;5;25.000
organic;6;30.556
organic;7;25.000
organic;8;26.389
organic;9;26.389
organic;10;16.667
organic;11;23.611
organic;12;27.778
organic;13;25.000
organic;14;13.889
organic;15;13.889
organic;16;12.500
organic;17;20.833
organic;18;12.500
organic;19;16.667
organic;20;18.056
organic;21;20.833
organic;22;11.111
organic;23;20.833
organic;24;18.056
organic;25;19.444
organic;26;9.722
organic;27;12.500
organic;28;23.611
organic;29;19.444
organic;30;9.722
organic;0;26.829
organic;1;28.049
organic;2;28.049
organic;3;21.951
organic;4;34.146
organic;5;30.488
organic;6;25.610
organic;7;31.707
organic;8;26.829
organic;9;20.732
organic;10;31.707
organic;11;17.073
organic;12;28.049
organic;13;20.732
organic;14;21.951
organic;15;9.756
organic;16;20.732
organic;17;14.634
organic;18;18.293
organic;19;19.512
organic;20;20.732
organic;21;18.293
organic;22;10.976
organic;23;19.512
organic;24;20.732
organic;25;13.415
organic;26;15.854
organic;27;20.732
organic;28;10.976
organic;29;13.415
organic;30;7.317
organic;0;18.750
organic;1;27.500
organic;2;16.250
organic;3;32.500
organic;4;21.250
organic;5;22.500
organic;6;23.750
organic;7;26.250
organic;8;26.250
organic;9;27.500
organic;10;27.500
organic;11;28.750
organic;12;33.750
organic;13;26.250
organic;14;20.000
organic;15;18.750
organic;16;18.750
organic;17;18.750
organic;18;15.000
organic;19;12.500
organic;20;17.500
organic;21;18.750
organic;22;20.000
organic;23;18.750
organic;24;18.750
organic;25;18.750
organic;26;12.500
organic;27;22.500
organic;28;21.250
organic;29;16.250
organic;30;2.500
organic;0;20.833
organic;1;22.222
organic;2;26.389
organic;3;27.778
organic;4;27.778
organic;5;25.000
organic;6;27.778
organic;7;27.778
organic;8;22.222
organic;9;20.833
organic;10;22.222
organic;11;23.611
organic;12;20.833
organic;13;26.389
organic;14;15.278
organic;15;9.722
organic;16;18.056
organic;17;15.278
organic;18;20.833
organic;19;22.222
organic;20;18.056
organic;21;19.444
organic;22;18.056
organic;23;16.667
organic;24;11.111
organic;25;12.500
organic;26;20.833
organic;27;13.889
organic;28;13.889
organic;29;22.222
organic;30;1.389
organic;0;23.944
organic;1;28.169
organic;2;26.761
organic;3;26.761
organic;4;16.901
organic;5;29.577
organic;6;25.352
organic;7;18.310
organic;8;21.127
organic;9;26.761
organic;10;22.535
organic;11;21.127
organic;12;28.169
organic;13;28.169
organic;14;16.901
organic;15;15.493
organic;16;12.676
organic;17;15.493
organic;18;21.127
organic;19;26.761
organic;20;16.901
organic;21;11.268
organic;22;23.944
organic;23;26.761
organic;24;18.310
organic;25;15.493
organic;26;14.085
organic;27;18.310
organic;28;16.901
organic;29;12.676
organic;30;2.817
organic;0;26.190
organic;1;29.762
organic;2;34.524
organic;3;27.381
organic;4;23.810
organic;5;27.381
organic;6;34.524
organic;7;33.333
organic;8;30.952
organic;9;25.000
organic;10;23.810
organic;11;21.429
organic;12;28.571
organic;13;26.190
organic;14;13.095
organic;15;25.000
organic;16;22.619
organic;17;20.238
organic;18;17.857
organic;19;16.667
organic;20;19.048
organic;21;19.048
organic;22;20.238
organic;23;22.619
organic;24;17.857
organic;25;22.619
organic;26;16.667
organic;27;23.810
organic;28;19.048
organic;29;19.048
organic;30;7.143
organic;0;23.256
organic;1;25.581
organic;2;23.256
organic;3;27.907
organic;4;23.256
organic;5;26.744
organic;6;26.744
organic;7;26.744
organic;8;26.744
organic;9;25.581
organic;10;22.093
organic;11;18.605
organic;12;26.744
organic;13;22.093
organic;14;11.628
organic;15;11.628
organic;16;12.791
organic;17;18.605
organic;18;18.605
organic;19;8.140
organic;20;10.465
organic;21;16.279
organic;22;9.302
organic;23;11.628
organic;24;11.628
organic;25;11.628
organic;26;17.442
organic;27;10.465
organic;28;10.465
organic;29;11.628
organic;30;3.488
organic;0;35.821
organic;1;22.388
organic;2;29.851
organic;3;37.313
organic;4;19.403
organic;5;14.925
organic;6;22.388
organic;7;19.403
organic;8;20.896
organic;9;25.373
organic;10;29.851
organic;11;25.373
organic;12;19.403
organic;13;28.358
organic;14;16.418
organic;15;14.925
organic;16;22.388
organic;17;22.388
organic;18;28.358
organic;19;22.388
organic;20;19.403
organic;21;16.418
organic;22;5.970
organic;23;14.925
organic;24;16.418
organic;25;28.358
organic;26;20.896
organic;27;11.940
organic;28;19.403
organic;29;28.358
organic;30;4.478
organic;0;21.930
organic;1;23.684
organic;2;19.298
organic;3;25.439
organic;4;23.684
organic;5;35.965
organic;6;26.316
organic;7;22.807
organic;8;28.947
organic;9;24.561
organic;10;22.807
organic;11;26.316
organic;12;24.561
organic;13;21.053
organic;14;20.175
organic;15;19.298
organic;16;15.789
organic;17;22.807
organic;18;15.789
organic;19;16.667
organic;20;18.421
organic;21;20.175
organic;22;23.684
organic;23;21.930
organic;24;19.298
organic;25;19.298
organic;26;19.298
organic;27;18.421
organic;28;17.544
organic;29;19.298
organic;30;7.895
organic;0;27.536
organic;1;24.638
organic;2;34.783
organic;3;17.391
organic;4;26.087
organic;5;23.188
organic;6;18.841
organic;7;21.739
organic;8;28.986
organic;9;31.884
organic;10;26.087
organic;11;21.739
organic;12;23.188
organic;13;31.884
organic;14;8.696
organic;15;15.942
organic;16;7.246
organic;17;14.493
organic;18;14.493
organic;19;15.942
organic;20;14.493
organic;21;14.493
organic;22;10.145
organic;23;18.841
organic;24;20.290
organic;25;13.043
organic;26;14.493
organic;27;14.493
organic;28;8.696
organic;29;14.493
organic;30;7.246
organic;0;25.275
organic;1;23.077
organic;2;19.780
organic;3;13.187
organic;4;30.769
organic;5;27.473
organic;6;27.473
organic;7;26.374
organic;8;36.264
organic;9;30.769
organic;10;31.868
organic;11;25.275
organic;12;26.374
organic;13;24.176
organic;14;27.473
organic;15;16.484
organic;16;21.978
organic;17;13.187
organic;18;20.879
organic;19;14.286
organic;20;25.275
organic;21;19.780
organic;22;15.385
organic;23;20.879
organic;24;17.582
organic;25;18.681
organic;26;19.780
organic;27;24.176
organic;28;18.681
organic;29;14.286
organic;30;4.396
organic;0;25.287
organic;1;24.138
organic;2;19.540
organic;3;25.287
organic;4;22.989
organic;5;25.287
organic;6;24.138
organic;7;32.184
organic;8;29.885
organic;9;20.690
organic;10;21.839
organic;11;20.690
organic;12;24.138
organic;13;21.839
organic;14;10.345
organic;15;13.793
organic;16;18.391
organic;17;19.540
organic;18;13.793
organic;19;12.644
organic;20;10.345
organic;21;11.494
organic;22;12.644
organic;23;16.092
organic;24;13.793
organic;25;17.241
organic;26;11.494
organic;27;16.092
organic;28;12.644
organic;29;10.345
organic;30;4.598
organic;0;31.250
organic;1;21.250
organic;2;30.000
organic;3;26.250
organic;4;27.500
organic;5;22.500
organic;6;23.750
organic;7;25.000
organic;8;27.500
organic;9;31.250
organic;10;27.500
organic;11;22.500
organic;12;25.000
organic;13;23.750
organic;14;10.000
organic;15;17.500
organic;16;26.250
organic;17;17.500
organic;18;15.000
organic;19;25.000
organic;20;10.000
organic;21;20.000
organic;22;17.500
organic;23;22.500
organic;24;30.000
organic;25;15.000
organic;26;16.250
organic;27;13.750
organic;28;10.000
organic;29;13.750
organic;30;7.500
organic;0;23.913
organic;1;27.174
organic;2;22.826
organic;3;27.174
organic;4;26.087
organic;5;28.261
organic;6;21.739
organic;7;33.696
organic;8;31.522
organic;9;25.000
organic;10;34.783
organic;11;32.609
organic;12;25.000
organic;13;30.435
organic;14;14.130
organic;15;18.478
organic;16;13.043
organic;17;20.652
organic;18;23.913
organic;19;15.217
organic;20;22.826
organic;21;18.478
organic;22;17.391
organic;23;18.478
organic;24;17.391
organic;25;17.391
organic;26;19.565
organic;27;10.870
organic;28;20.652
organic;29;17.391
organic;30;3.261
organic;0;22.727
organic;1;23.864
organic;2;23.864
organic;3;20.455
organic;4;27.273
organic;5;32.955
organic;6;27.273
organic;7;28.409
organic;8;21.591
organic;9;27.273
organic;10;32.955
organic;11;29.545
organic;12;22.727
organic;13;26.136
organic;14;19.318
organic;15;13.636
organic;16;15.909
organic;17;17.045
organic;18;12.500
organic;19;18.182
organic;20;17.045
organic;21;13.636
organic;22;18.182
organic;23;14.773
organic;24;15.909
organic;25;15.909
organic;26;10.227
organic;27;15.909
organic;28;19.318
organic;29;22.727
organic;30;5.682
organic;0;26.042
organic;1;27.083
organic;2;30.208
organic;3;28.125
organic;4;22.917
organic;5;29.167
organic;6;17.708
organic;7;28.125
organic;8;31.250
organic;9;26.042
organic;10;34.375
organic;11;26.042
organic;12;27.083
organic;13;35.417
organic;14;21.875
organic;15;25.000
organic;16;19.792
organic;17;18.750
organic;18;26.042
organic;19;15.625
organic;20;17.708
organic;21;19.792
organic;22;27.083
organic;23;19.792
organic;24;20.833
organic;25;26.042
organic;26;28.125
organic;27;25.000
organic;28;21.875
organic;29;26.042
organic;30;6.250
organic;0;18.072
organic;1;31.325
organic;2;21.687
organic;3;22.892
organic;4;25.301
organic;5;16.867
organic;6;19.277
organic;7;24.096
organic;8;19.277
organic;9;34.940
organic;10;28.916
organic;11;25.301
organic;12;27.711
organic;13;30.120
organic;14;15.663
organic;15;22.892
organic;16;19.277
organic;17;16.867
organic;18;12.048
organic;19;14.458
organic;20;20.482
organic;21;25.301
organic;22;18.072
organic;23;18.072
organic;24;13.253
organic;25;16.867
organic;26;21.687
organic;27;20.482
organic;28;13.253
organic;29;21.687
organic;30;7.229
organic;0;32.500
organic;1;25.000
organic;2;30.000
organic;3;27.500
organic;4;28.750
organic;5;27.500
organic;6;27.500
organic;7;28.750
organic;8;26.250
organic;9;30.000
organic;10;27.500
organic;11;20.000
organic;12;20.000
organic;13;32.500
organic;14;25.000
organic;15;27.500
organic;16;23.750
organic;17;25.000
organic;18;22.500
organic;19;20.000
organic;20;21.250
organic;21;22.500
organic;22;27.500
organic;23;18.750
organic;24;21.250
organic;25;18.750
organic;26;11.250
organic;27;17.500
organic;28;16.250
organic;29;16.250
organic;30;5.000
organic;0;21.918
organic;1;26.027
organic;2;19.178
organic;3;23.288
organic;4;24.658
organic;5;20.548
organic;6;20.548
organic;7;17.808
organic;8;19.178
organic;9;23.288
organic;10;19.178
organic;11;20.548
organic;12;19.178
organic;13;19.178
organic;14;10.959
organic;15;8.219
organic;16;19.178
organic;17;10.959
organic;18;15.068
organic;19;9.589
organic;20;20.548
organic;21;9.589
organic;22;15.068
organic;23;15.068
organic;24;13.699
organic;25;13.699
organic;26;13.699
organic;27;17.808
organic;28;16.438
organic;29;15.068
organic;30;5.479
organic;0;18.824
organic;1;18.824
organic;2;23.529
organic;3;30.588
organic;4;28.235
organic;5;29.412
organic;6;15.294
organic;7;29.412
organic;8;28.235
organic;9;24.706
organic;10;29.412
organic;11;21.176
organic;12;21.176
organic;13;30.588
organic;14;17.647
organic;15;15.294
organic;16;16.471
organic;17;22.353
organic;18;14.118
organic;19;15.294
organic;20;15.294
organic;21;17.647
organic;22;18.824
organic;23;15.294
organic;24;22.353
organic;25;18.824
organic;26;20.000
organic;27;15.294
organic;28;20.000
organic;29;17.647
organic;30;2.353
organic;0;27.586
organic;1;24.138
organic;2;17.241
organic;3;20.690
organic;4;29.885
organic;5;24.138
organic;6;28.736
organic;7;26.437
organic;8;28.736
organic;9;26.437
organic;10;37.931
organic;11;24.138
organic;12;25.287
organic;13;20.690
organic;14;16.092
organic;15;14.943
organic;16;21.839
organic;17;24.138
organic;18;14.943
organic;19;13.793
organic;20;13.793
organic;21;20.690
organic;22;26.437
organic;23;16.092
organic;24;22.989
organic;25;22.989
organic;26;10.345
organic;27;20.690
organic;28;18.391
organic;29;12.644
organic;30;9.195
organic;0;24.390
organic;1;20.732
organic;2;26.829
organic;3;23.171
organic;4;26.829
organic;5;24.390
organic;6;25.610
organic;7;24.390
organic;8;24.390
organic;9;18.293
organic;10;21.951
organic;11;24.390
organic;12;20.732
organic;13;21.951
organic;14;18.293
organic;15;13.415
organic;16;12.195
organic;17;10.976
organic;18;9.756
organic;19;18.293
organic;20;19.512
organic;21;12.195
organic;22;9.756
organic;23;18.293
organic;24;18.293
organic;25;13.415
organic;26;13.415
organic;27;18.293
organic;28;19.512
organic;29;20.732
organic;30;3.659
organic;0;24.359
organic;1;17.949
organic;2;28.205
organic;3;29.487
organic;4;25.641
organic;5;21.795
organic;6;19.231
organic;7;37.179
organic;8;30.769
organic;9;28.205
organic;10;23.077
organic;11;19.231
organic;12;23.077
organic;13;26.923
organic;14;19.231
organic;15;23.077
organic;16;24.359
organic;17;12.821
organic;18;19.231
organic;19;15.385
organic;20;25.641
organic;21;17.949
organic;22;12.821
organic;23;17.949
organic;24;26.923
organic;25;24.359
organic;26;19.231
organic;27;20.513
organic;28;21.795
organic;29;19.231
organic;30;3.846
organic;0;21.739
organic;1;36.232
organic;2;24.638
organic;3;27.536
organic;4;27.536
organic;5;27.536
organic;6;20.290
organic;7;23.188
organic;8;23.188
organic;9;21.739
organic;10;26.087
organic;11;26.087
organic;12;23.188
organic;13;24.638
organic;14;14.493
organic;15;20.290
organic;16;27.536
organic;17;24.638
organic;18;14.493
organic;19;20.290
organic;20;24.638
organic;21;23.188
organic;22;20.290
organic;23;20.290
organic;24;15.942
organic;25;20.290
organic;26;21.739
organic;27;14.493
organic;28;13.043
organic;29;14.493
organic;30;10.145
organic;0;22.078
organic;1;24.675
organic;2;19.481
organic;3;24.675
organic;4;16.883
organic;5;23.377
organic;6;33.766
organic;7;23.377
organic;8;18.182
organic;9;35.065
organic;10;24.675
organic;11;24.675
organic;12;25.974
organic;13;24.675
organic;14;19.481
organic;15;23.377
organic;16;19.481
organic;17;23.377
organic;18;23.377
organic;19;18.182
organic;20;19.481
organic;21;14.286
organic;22;19.481
organic;23;19.481
organic;24;12.987
organic;25;18.182
organic;26;18.182
organic;27;16.883
organic;28;7.792
organic;29;27.273
organic;30;5.195
organic;0;21.429
organic;1;23.810
organic;2;23.810
organic;3;16.667
organic;4;28.571
organic;5;26.190
organic;6;23.810
organic;7;23.810
organic;8;22.619
organic;9;20.238
organic;10;15.476
organic;11;29.762
organic;12;27.381
organic;13;17.857
organic;14;16.667
organic;15;15.476
organic;16;14.286
organic;17;8.333
organic;18;10.714
organic;19;19.048
organic;20;10.714
organic;21;16.667
organic;22;16.667
organic;23;11.905
organic;24;16.667
organic;25;11.905
organic;26;16.667
organic;27;8.333
organic;28;14.286
organic;29;14.286
organic;30;2.381
organic;0;27.381
organic;1;15.476
organic;2;26.190
organic;3;25.000
organic;4;33.333
organic;5;23.810
organic;6;21.429
organic;7;30.952
organic;8;21.429
organic;9;29.762
organic;10;21.429
organic;11;21.429
organic;12;27.381
organic;13;19.048
organic;14;15.476
organic;15;11.905
organic;16;15.476
organic;17;17.857
organic;18;20.238
organic;19;14.286
organic;20;14.286
organic;21;13.095
organic;22;17.857
organic;23;16.667
organic;24;15.476
organic;25;15.476
organic;26;17.857
organic;27;17.857
organic;28;19.048
organic;29;8.333
organic;30;3.571
organic;0;21.951
organic;1;24.390
organic;2;10.976
organic;3;32.927
organic;4;31.707
organic;5;31.707
organic;6;30.488
organic;7;25.610
organic;8;23.171
organic;9;24.390
organic;10;26.829
organic;11;25.610
organic;12;23.171
organic;13;26.829
organic;14;12.195
organic;15;21.951
organic;16;31.707
organic;17;17.073
organic;18;18.293
organic;19;17.073
organic;20;20.732
organic;21;23.171
organic;22;17.073
organic;23;18.293
organic;24;15.854
organic;25;28.049
organic;26;19.512
organic;27;17.073
organic;28;17.073
organic;29;15.854
organic;30;2.439
organic;0;28.571
organic;1;21.429
organic;2;24.286
organic;3;31.429
organic;4;28.571
organic;5;30.000
organic;6;24.286
organic;7;22.857
organic;8;27.143
organic;9;30.000
organic;10;31.429
organic;11;22.857
organic;12;25.714
organic;13;21.429
organic;14;14.286
organic;15;24.286
organic;16;21.429
organic;17;22.857
organic;18;21.429
organic;19;20.000
organic;20;12.857
organic;21;15.714
organic;22;11.429
organic;23;25.714
organic;24;12.857
organic;25;12.857
organic;26;15.714
organic;27;20.000
organic;28;11.429
organic;29;15.714
organic;30;4.286
organic;0;17.045
organic;1;18.182
organic;2;17.045
organic;3;23.864
organic;4;15.909
organic;5;22.727
organic;6;23.864
organic;7;25.000
organic;8;20.455
organic;9;20.455
organic;10;19.318
organic;11;30.682
organic;12;30.682
organic;13;20.455
organic;14;15.909
organic;15;19.318
organic;16;19.318
organic;17;12.500
organic;18;15.909
organic;19;14.773
organic;20;11.364
organic;21;18.182
organic;22;12.500
organic;23;26.136
organic;24;10.227
organic;25;11.364
organic;26;14.773
organic;27;11.364
organic;28;12.500
organic;29;10.227
organic;30;6.818
organic;0;12.791
organic;1;23.256
organic;2;32.558
organic;3;20.930
organic;4;29.070
organic;5;30.233
organic;6;34.884
organic;7;29.070
organic;8;26.744
organic;9;24.419
organic;10;37.209
organic;11;30.233
organic;12;23.256
organic;13;30.233
organic;14;20.930
organic;15;11.628
organic;16;20.930
organic;17;22.093
organic;18;19.767
organic;19;26.744
organic;20;22.093
organic;21;13.953
organic;22;20.930
organic;23;13.953
organic;24;15.116
organic;25;20.930
organic;26;17.442
organic;27;15.116
organic;28;18.605
organic;29;12.791
organic;30;5.814
organic;0;30.137
organic;1;28.767
organic;2;20.548
organic;3;24.658
organic;4;26.027
organic;5;19.178
organic;6;26.027
organic;7;26.027
organic;8;19.178
organic;9;27.397
organic;10;21.918
organic;11;21.918
organic;12;21.918
organic;13;23.288
organic;14;17.808
organic;15;23.288
organic;16;21.918
organic;17;16.438
organic;18;15.068
organic;19;12.329
organic;20;16.438
organic;21;17.808
organic;22;15.068
organic;23;19.178
organic;24;21.918
organic;25;17.808
organic;26;16.438
organic;27;19.178
organic;28;15.068
organic;29;17.808
organic;30;9.589
organic;0;18.987
organic;1;20.253
organic;2;22.785
organic;3;21.519
organic;4;17.722
organic;5;22.785
organic;6;20.253
organic;7;22.785
organic;8;18.987
organic;9;25.316
organic;10;16.456
organic;11;20.253
organic;12;16.456
organic;13;24.051
organic;14;12.658
organic;15;13.924
organic;16;11.392
organic;17;21.519
organic;18;13.924
organic;19;18.987
organic;20;17.722
organic;21;18.987
organic;22;13.924
organic;23;15.190
organic;24;18.987
organic;25;13.924
organic;26;10.127
organic;27;17.722
organic;28;18.987
organic;29;11.392
organic;30;2.532
organic;0;21.429
organic;1;28.571
organic;2;28.571
organic;3;30.952
organic;4;25.000
organic;5;28.571
organic;6;32.143
organic;7;29.762
organic;8;20.238
organic;9;20.238
organic;10;23.810
organic;11;26.190
organic;12;23.810
organic;13;27.381
organic;14;11.905
organic;15;14.286
organic;16;11.905
organic;17;14.286
organic;18;8.333
organic;19;16.667
organic;20;10.714
organic;21;14.286
organic;22;11.905
organic;23;13.095
organic;24;10.714
organic;25;14.286
organic;26;7.143
organic;27;16.667
organic;28;11.905
organic;29;15.476
organic;30;2.381
organic;0;27.632
organic;1;28.947
organic;2;25.000
organic;3;30.263
organic;4;27.632
organic;5;25.000
organic;6;25.000
organic;7;31.579
organic;8;25.000
organic;9;26.316
organic;10;26.316
organic;11;28.947
organic;12;21.053
organic;13;28.947
organic;14;23.684
organic;15;23.684
organic;16;11.842
organic;17;23.684
organic;18;31.579
organic;19;30.263
organic;20;34.211
organic;21;22.368
organic;22;25.000
organic;23;22.368
organic;24;19.737
organic;25;23.684
organic;26;22.368
organic;27;28.947
organic;28;19.737
organic;29;18.421
organic;30;5.263
organic;0;17.857
organic;1;38.095
organic;2;20.238
organic;3;26.190
organic;4;27.381
organic;5;28.571
organic;6;29.762
organic;7;30.952
organic;8;29.762
organic;9;32.143
organic;10;28.571
organic;11;30.952
organic;12;20.238
organic;13;25.000
organic;14;15.476
organic;15;15.476
organic;16;13.095
organic;17;20.238
organic;18;15.476
organic;19;14.286
organic;20;19.048
organic;21;21.429
organic;22;19.048
organic;23;16.667
organic;24;14.286
organic;25;14.286
organic;26;14.286
organic;27;11.905
organic;28;19.048
organic;29;9.524
organic;30;2.381
organic;0;25.000
organic;1;25.000
organic;2;22.917
organic;3;22.917
organic;4;25.000
organic;5;28.125
organic;6;21.875
organic;7;22.917
organic;8;25.000
organic;9;26.042
organic;10;23.958
organic;11;29.167
